loss,mae,val_loss,val_mae
0.04162204638123512,0.062434569001197815,0.052816588431596756,0.05988005921244621
0.033891599625349045,0.05984244495630264,0.052761297672986984,0.06627492606639862
0.041000623255968094,0.061154209077358246,0.045754700899124146,0.0615469291806221
0.04233238101005554,0.06198607012629509,0.058276981115341187,0.07546133548021317
0.04206546023488045,0.061586908996105194,0.07837938517332077,0.06760403513908386
0.04379783943295479,0.0628201812505722,0.049837447702884674,0.06538797169923782
0.034890901297330856,0.058200325816869736,0.04776836186647415,0.05263294279575348
0.029569849371910095,0.054450277239084244,0.05647393316030502,0.05838920921087265
0.039036765694618225,0.056918878108263016,0.048825960606336594,0.05345628410577774
0.03961292281746864,0.05849988013505936,0.05912291631102562,0.06419312208890915
0.03912053629755974,0.057968080043792725,0.04821072518825531,0.0645030066370964
0.028679871931672096,0.05127253755927086,0.04237816110253334,0.05900920554995537
0.03285841643810272,0.05371001735329628,0.04689595848321915,0.05237181857228279
0.0311123039573431,0.054538752883672714,0.04644070938229561,0.06008954346179962
0.03067566454410553,0.053468067198991776,0.045659955590963364,0.052423544228076935
0.027673941105604172,0.050572469830513,0.04603952914476395,0.058298829942941666
0.03175844997167587,0.052907951176166534,0.041667331010103226,0.06942968815565109
0.02718174271285534,0.05170396715402603,0.052315566688776016,0.058084357529878616
0.03943732753396034,0.05749516561627388,0.03756462037563324,0.048698801547288895
0.03425424173474312,0.05161438509821892,0.04000811651349068,0.04995178058743477
0.027477744966745377,0.050926629453897476,0.04356488958001137,0.05113474279642105
0.026452569290995598,0.048467207700014114,0.09163948148488998,0.0666758120059967
0.035569459199905396,0.051049087196588516,0.04783930256962776,0.051526132971048355
0.028475189581513405,0.04949381574988365,0.06513088196516037,0.0579802505671978
0.030875802040100098,0.05256669223308563,0.04280140995979309,0.04914531111717224
0.02253055013716221,0.046453118324279785,0.05000290274620056,0.06852845102548599
0.025549115613102913,0.048213232308626175,0.057897310703992844,0.06142798811197281
0.03997008875012398,0.0558897890150547,0.03687268868088722,0.048849109560251236
0.024291913956403732,0.047642696648836136,0.061409950256347656,0.05621683597564697
0.029905684292316437,0.04693106934428215,0.04136091470718384,0.05746201425790787
0.023663265630602837,0.045791931450366974,0.03537028282880783,0.048291873186826706
0.020613892003893852,0.044190265238285065,0.038128916174173355,0.04934839531779289
0.023280475288629532,0.04607230797410011,0.0563654787838459,0.06205448880791664
0.024844909086823463,0.04682121053338051,0.04103052243590355,0.061515871435403824
0.028527138754725456,0.048737507313489914,0.040823061019182205,0.05559470131993294
0.020306158810853958,0.043130140751600266,0.03622329235076904,0.05502885580062866
0.029298946261405945,0.05018499866127968,0.03592757508158684,0.07081334292888641
0.028283599764108658,0.04640807956457138,0.03513270989060402,0.04481552541255951
0.01840885542333126,0.039624519646167755,0.0306287482380867,0.05003074184060097
0.023107191547751427,0.04438446834683418,0.03535713255405426,0.05355725809931755
0.02116939052939415,0.04353618994355202,0.034671932458877563,0.049787186086177826
0.02237856760621071,0.04400670528411865,0.040298499166965485,0.04643981158733368
0.023825310170650482,0.04369852691888809,0.038857780396938324,0.04685899615287781
0.020117735490202904,0.04026291146874428,0.03795907273888588,0.05303002521395683
0.01824992150068283,0.04150296375155449,0.03793927654623985,0.061147041618824005
0.027632074430584908,0.04842069372534752,0.03475286811590195,0.04810222610831261
0.025854215025901794,0.04380391538143158,0.05190553516149521,0.05799392983317375
0.02111051417887211,0.04445354640483856,0.04077600687742233,0.048477016389369965
0.01904008351266384,0.04176609590649605,0.04237706959247589,0.05092335864901543
0.017081106081604958,0.039557721465826035,0.03904268145561218,0.05686359107494354
0.017354190349578857,0.040828995406627655,0.037727855145931244,0.049746323376894
0.01822657696902752,0.04034958407282829,0.03612278774380684,0.05160810425877571
0.0209816787391901,0.04308442026376724,0.04133014380931854,0.05455685034394264
0.01764955185353756,0.04057925194501877,0.029364511370658875,0.045594148337841034
0.019996125251054764,0.041628096252679825,0.031826794147491455,0.060964424163103104
0.025018155574798584,0.044821109622716904,0.03847957029938698,0.050333909690380096
0.021838298067450523,0.04356338456273079,0.057047076523303986,0.05246175825595856
0.019054535776376724,0.041399143636226654,0.03382110968232155,0.04606262221932411
0.01572738029062748,0.03743410483002663,0.03700002655386925,0.04728271812200546
0.01913183555006981,0.04184805229306221,0.04408317804336548,0.05550660565495491
0.018224800005555153,0.04046417400240898,0.03705643117427826,0.049910999834537506
0.015908362343907356,0.03866250067949295,0.05165325850248337,0.05903821811079979
0.020061740651726723,0.04171981289982796,0.05561593919992447,0.0671776607632637
0.017636366188526154,0.03932558372616768,0.028447560966014862,0.04224620759487152
0.01684010960161686,0.037537530064582825,0.04269029200077057,0.052724987268447876
0.02656790241599083,0.04145697131752968,0.04716502130031586,0.051371339708566666
0.015313348732888699,0.03778618574142456,0.04354172945022583,0.04962819814682007
0.013782854191958904,0.03754163533449173,0.0354384109377861,0.04888751730322838
0.01574992947280407,0.03907530754804611,0.03816306218504906,0.04752950742840767
0.014469532296061516,0.037709325551986694,0.032379619777202606,0.04879393428564072
0.012978748418390751,0.03494523838162422,0.03157502040266991,0.04350581020116806
0.014757663942873478,0.037725865840911865,0.04020131006836891,0.05938149616122246
0.015193468891084194,0.03808622062206268,0.03709622472524643,0.04542054608464241
0.016113992780447006,0.03955402970314026,0.03620620444417,0.05194301903247833
0.01935631036758423,0.04017509147524834,0.03958795964717865,0.049311283975839615
0.018323387950658798,0.03966598957777023,0.03891295567154884,0.04886686056852341
0.01813136413693428,0.0393136665225029,0.04091624915599823,0.04532773047685623
0.01436623465269804,0.036737922579050064,0.0343392938375473,0.048371460288763046
0.019951773807406425,0.03962656483054161,0.03423827886581421,0.04417379945516586
0.013584403321146965,0.03449748829007149,0.02946116402745247,0.04799392819404602
0.012732196599245071,0.036442920565605164,0.03486808389425278,0.04457375034689903
0.013415216468274593,0.03535686433315277,0.027255874127149582,0.04239313304424286
0.012167000211775303,0.034269846975803375,0.04876090958714485,0.051276035606861115
0.017170552164316177,0.03879113122820854,0.060230858623981476,0.05848275497555733
0.0261982548981905,0.044247571378946304,0.03032500669360161,0.050809357315301895
0.014409239403903484,0.036269448697566986,0.02948279306292534,0.05329190939664841
0.013446149416267872,0.03462628647685051,0.03139364719390869,0.0633341372013092
0.016116803511977196,0.03853122889995575,0.033150915056467056,0.046954695135354996
0.01640203222632408,0.03632522001862526,0.03194484859704971,0.04352661594748497
0.012848494574427605,0.03554695099592209,0.03700445964932442,0.04401470720767975
0.013346634805202484,0.03460615500807762,0.03856543079018593,0.046071846038103104
0.014764998108148575,0.035924118012189865,0.027263151481747627,0.05097765848040581
0.015590885654091835,0.03636999428272247,0.04735990986227989,0.05581720173358917
0.016616476699709892,0.03742930665612221,0.02745867520570755,0.039322201162576675
0.011227622628211975,0.03301532194018364,0.029886772856116295,0.05660758167505264
0.010192867368459702,0.03240712732076645,0.03870764002203941,0.04501769691705704
0.013722383417189121,0.03343912586569786,0.03761446848511696,0.04544714838266373
0.013866424560546875,0.03516444191336632,0.048846807330846786,0.0608498752117157
0.018367908895015717,0.039776697754859924,0.03354937583208084,0.04971350356936455
0.013245937414467335,0.035385314375162125,0.03561386093497276,0.04687224328517914
0.010408823378384113,0.03216750547289848,0.02960888482630253,0.04882025718688965
0.013220642693340778,0.036083463579416275,0.02979339100420475,0.04444175958633423
