loss,mae,val_loss,val_mae
0.494240939617157,0.17739948630332947,0.35767897963523865,0.14448760449886322
0.35620978474617004,0.14893729984760284,0.2436494529247284,0.11549842357635498
0.2908055782318115,0.13905934989452362,0.1867203563451767,0.12175749987363815
0.19212950766086578,0.12095087021589279,0.22694072127342224,0.161122128367424
0.17357710003852844,0.1152227371931076,0.14320077002048492,0.11649438738822937
0.15847788751125336,0.110780268907547,0.12627212703227997,0.0918099507689476
0.1417522430419922,0.10447611659765244,0.10587572306394577,0.10078577697277069
0.13809719681739807,0.10921309143304825,0.13701792061328888,0.12486565113067627
0.1249869242310524,0.10066499561071396,0.07791005074977875,0.07312841713428497
0.09539347141981125,0.09148711711168289,0.0856815055012703,0.07660455256700516
0.0884532555937767,0.09072864055633545,0.06494076550006866,0.10627894103527069
0.0943194180727005,0.08803937584161758,0.10412966459989548,0.07662022858858109
0.11598607897758484,0.09872924536466599,0.07628267258405685,0.0808078944683075
0.08024156838655472,0.08368884772062302,0.08111072331666946,0.08136642724275589
0.0839211493730545,0.08800449222326279,0.09967099875211716,0.0772470086812973
0.07187339663505554,0.08015253394842148,0.051982101052999496,0.06145777925848961
0.06527351588010788,0.07562567293643951,0.07228107005357742,0.07295262068510056
0.06696513295173645,0.07752660661935806,0.05587627366185188,0.06483206897974014
0.0702081099152565,0.07595881819725037,0.052967146039009094,0.09964679181575775
0.06780613213777542,0.07729361951351166,0.1070237010717392,0.08788158744573593
0.07256679236888885,0.08096779137849808,0.05570099502801895,0.06237156689167023
0.062105994671583176,0.07274588942527771,0.051058992743492126,0.05986625701189041
0.05630261451005936,0.0741819217801094,0.055542200803756714,0.0688479095697403
0.04464063048362732,0.06487157940864563,0.05097256973385811,0.07442702353000641
0.03930714726448059,0.06228352338075638,0.14653949439525604,0.08461704105138779
0.062321387231349945,0.07022029161453247,0.049006231129169464,0.06044021621346474
0.04120767116546631,0.0640069991350174,0.04690386727452278,0.057552602142095566
