loss,mae,val_loss,val_mae
0.6135594844818115,0.16911427676677704,0.4787955582141876,0.17535901069641113
0.4146224856376648,0.14677837491035461,0.4017457365989685,0.14867253601551056
0.3588178753852844,0.13957823812961578,0.2876318693161011,0.11579229682683945
0.32095208764076233,0.12430555373430252,0.213835209608078,0.15869183838367462
0.3159310817718506,0.12342473864555359,0.2757064998149872,0.10850408673286438
0.2753656506538391,0.1169285923242569,0.2894229292869568,0.1546381562948227
0.23219697177410126,0.11251768469810486,0.30585387349128723,0.11745551228523254
0.24013109505176544,0.11666857451200485,0.2032061070203781,0.09599212557077408
0.21622700989246368,0.10838796943426132,0.15398362278938293,0.10299612581729889
0.1430443674325943,0.10123539716005325,0.16509400308132172,0.10150162130594254
0.12806782126426697,0.08993328362703323,0.25418397784233093,0.08740068227052689
0.1033698245882988,0.08847733587026596,0.18402771651744843,0.09766701608896255
0.10752203315496445,0.08426123857498169,0.2779715359210968,0.10999923199415207
0.1379331648349762,0.09505661576986313,0.28226765990257263,0.12348411977291107
0.08501876890659332,0.08255995064973831,0.18043109774589539,0.08540060371160507
0.09040633589029312,0.08407806605100632,0.17928656935691833,0.08735943585634232
0.07347685843706131,0.07577736675739288,0.16400489211082458,0.1046326532959938
0.10180093348026276,0.08268368244171143,0.15233242511749268,0.0855242908000946
0.07671080529689789,0.07727790623903275,0.24789108335971832,0.0905337855219841
0.06629063934087753,0.07246045768260956,0.13317745923995972,0.09561032801866531
0.08064252138137817,0.08010607212781906,0.23060359060764313,0.11415254324674606
0.13625405728816986,0.08933728188276291,0.13527598977088928,0.07513836026191711
0.04509689658880234,0.06477422267198563,0.12405654788017273,0.09106556326150894
0.06539144366979599,0.07132373750209808,0.19880841672420502,0.09473142772912979
0.052040863782167435,0.06705562770366669,0.17850026488304138,0.07279971987009048
0.059104736894369125,0.0676879733800888,0.24098992347717285,0.09176918119192123
0.11201246082782745,0.07768401503562927,0.16663126647472382,0.08070585876703262
0.08413979411125183,0.06979962438344955,0.12559832632541656,0.07246599346399307
0.04164336621761322,0.06049180030822754,0.15152674913406372,0.07556074112653732
0.05320029705762863,0.06473082304000854,0.08833461254835129,0.07431834191083908
0.056895334273576736,0.06408540159463882,0.21068483591079712,0.10095380991697311
0.09015180170536041,0.07166314870119095,0.1213424950838089,0.08154991269111633
0.050489213317632675,0.06369151175022125,0.15613439679145813,0.07099191099405289
0.09923630207777023,0.07454653829336166,0.1236027181148529,0.08180344849824905
0.05576280876994133,0.06325633078813553,0.15883596241474152,0.09764459729194641
0.033883072435855865,0.05690697953104973,0.161136656999588,0.07432574778795242
0.03531832993030548,0.05527178943157196,0.16697324812412262,0.0760822519659996
0.04485580325126648,0.05857614055275917,0.22388023138046265,0.10682414472103119
0.07217792421579361,0.06858207285404205,0.1840272843837738,0.08506046235561371
0.0673433467745781,0.06302019208669662,0.13628581166267395,0.07662983983755112
0.030789144337177277,0.053019534796476364,0.14708222448825836,0.07779376208782196
0.05005963146686554,0.0570397712290287,0.15587274730205536,0.08667298406362534
0.054867882281541824,0.06220066919922829,0.16014111042022705,0.06709778308868408
0.048651207238435745,0.0563846230506897,0.13967829942703247,0.06786314398050308
0.044591523706912994,0.05728193745017052,0.16488216817378998,0.0833759605884552
0.040018871426582336,0.0553315095603466,0.14824804663658142,0.07779943197965622
0.06574048101902008,0.06285080313682556,0.10436759144067764,0.08635611832141876
0.07279397547245026,0.06017249450087547,0.19082073867321014,0.09857402741909027
0.03384261950850487,0.055117614567279816,0.12159179151058197,0.07346802204847336
0.03746078908443451,0.051851220428943634,0.24480484426021576,0.0852113589644432
